date,year,month,precipitation_mmhr,precipitation_mmmonth,hours_in_month,month_name
2017-07,2017,7,0.2029730567609838,151.01195423017194,744,July
2017-08,2017,8,0.14868609839214356,110.6224572037548,744,August
2017-09,2017,9,0.18591494950654608,133.85876364471318,720,September
2017-10,2017,10,0.012050039901980645,8.9652296870736,744,October
2017-11,2017,11,0.00023072344746002485,0.1661208821712179,720,November
2017-12,2017,12,0.005254372045487187,3.909252801842467,744,December
2018-01,2018,1,0.0117870869558273,8.769592695135511,744,January
2018-02,2018,2,0.0060625356282431155,4.074023942179374,672,February
2018-03,2018,3,0.0018899383530369478,1.4061141346594892,744,March
2018-04,2018,4,0.026429653204013682,19.02935030688985,720,April
2018-05,2018,5,0.015622600922130952,11.623215086065429,744,May
2018-06,2018,6,0.07385873784262838,53.17829124669243,720,June
2018-07,2018,7,0.407104719499289,302.885911307471,744,July
2018-08,2018,8,0.20552264838714318,152.90885040003454,744,August
2018-09,2018,9,0.2716866186181855,195.61436540509357,720,September
2018-10,2018,10,0.018352272758474217,13.654090932304817,744,October
2018-11,2018,11,0.005382652646527862,3.875509905500061,720,November
2018-12,2018,12,0.002138313759028134,1.5909054367169317,744,December
2019-01,2019,1,0.05777260049099624,42.9828147653012,744,January
2019-02,2019,2,0.055937530386510746,37.59002041973522,672,February
2019-03,2019,3,0.020389208392363897,15.16957104391874,744,March
2019-04,2019,4,0.022485218434491798,16.189357272834094,720,April
2019-05,2019,5,0.02502776298988446,18.62065566447404,744,May
2019-06,2019,6,0.01621545842653641,11.675130067106215,720,June
2019-07,2019,7,0.26780701248859257,199.24841729151288,744,July
2019-08,2019,8,0.21734611527242664,161.7055097626854,744,August
2019-09,2019,9,0.09577854209080594,68.96055030538028,720,September
2019-10,2019,10,0.03937691078654461,29.29642162518919,744,October
2019-11,2019,11,0.02961015499673136,21.31931159764658,720,November
2019-12,2019,12,0.036121706178969266,26.874549397153135,744,December
2020-01,2020,1,0.06101809963904061,45.397466131446215,744,January
2020-02,2020,2,0.03480671653007227,24.225474704930303,696,February
2020-03,2020,3,0.12168465828566086,90.53338576453167,744,March
2020-04,2020,4,0.020938710932967092,15.075871871736306,720,April
2020-05,2020,5,0.06659018229979738,49.54309563104925,744,May
2020-06,2020,6,0.053347621735433344,38.41028764951201,720,June
2020-07,2020,7,0.3172778484729548,236.05471926387838,744,July
2020-08,2020,8,0.23121484443228715,172.02384425762165,744,August
2020-09,2020,9,0.05025204256951923,36.181470650053846,720,September
2020-10,2020,10,0.01135096082852153,8.445114856420018,744,October
2020-11,2020,11,0.006101371543035474,4.392987510985541,720,November
2020-12,2020,12,0.0011584840414127977,0.8619121268111215,744,December
2021-01,2021,1,0.06163098549610311,45.853453209100714,744,January
2021-02,2021,2,0.010323157307205741,6.9371617104422585,672,February
2021-03,2021,3,0.0048244684441671685,3.5894045224603732,744,March
2021-04,2021,4,0.007628270524646784,5.4923547777456845,720,April
2021-05,2021,5,0.14853573167080172,110.51058436307649,744,May
2021-06,2021,6,0.06559994052197712,47.23195717582353,720,June
2021-07,2021,7,0.4456920770530659,331.59490532748106,744,July
2021-08,2021,8,0.2259212765697094,168.0854297678638,744,August
2021-09,2021,9,0.33301745877805616,239.77257032020043,720,September
2021-10,2021,10,0.13140513027695444,97.7654169260541,744,October
2021-11,2021,11,5.277621048552668e-08,3.799887154957921e-05,720,November
2021-12,2021,12,0.002392822595523958,1.7802600110698248,744,December
2022-01,2022,1,0.12199317195495626,90.76291993448746,744,January
2022-02,2022,2,0.044463504012897656,29.879474696667224,672,February
2022-03,2022,3,0.000126152242552606,0.09385726845913886,744,March
2022-04,2022,4,0.001312549417306844,0.9450355804609276,720,April
2022-05,2022,5,0.058051662429967406,43.19043684789575,744,May
2022-06,2022,6,0.0583386849835117,42.003853188128424,720,June
2022-07,2022,7,0.26921770209725987,200.29797036036135,744,July
2022-08,2022,8,0.08580424186201534,63.83835594533941,744,August
2022-09,2022,9,0.3394726640283699,244.42031810042633,720,September
2022-10,2022,10,0.14605052186989337,108.66158827120067,744,October
2022-11,2022,11,0.00015129535699001545,0.10893265703281113,720,November
2022-12,2022,12,0.0,0.0,744,December
2023-01,2023,1,0.03761761480252392,27.9875054130778,744,January
2023-02,2023,2,0.0031722124880269958,2.131726791954141,672,February
2023-03,2023,3,0.10668002099250434,79.36993561842323,744,March
2023-04,2023,4,0.03001533745881737,21.611042970348507,720,April
2023-05,2023,5,0.09166170657715433,68.19630969340282,744,May
2023-06,2023,6,0.14654141079292868,105.50981577090865,720,June
2023-07,2023,7,0.37879990078501574,281.82712618405174,744,July
2023-08,2023,8,0.17458073945174893,129.8880701521012,744,August
2023-09,2023,9,0.1465061433889891,105.48442324007215,720,September
2023-10,2023,10,0.025688014976829595,19.11188314276122,744,October
2023-11,2023,11,0.009393368059284181,6.76322500268461,720,November
2023-12,2023,12,0.000835778318050966,0.6218190686299188,744,December
